Entry ID,Jurisdiction ,Date announced,Date implemented,Intervention category,"Intervention 
type",Intervention summary,"Primary source (news release 
or specific resource)","Secondary 
source",Action,Level,"Indigenous 
population group"
PE223,P.E.I.,2021-03-18,2021-04-19,Travel,Travel — restrictions,"Who: Office of the Premier
What: Re-formed Atlantic travel bubble with N.S., N.B. and N.L., allowing residents of Atlantic Canada to enter P.E.I. for non-essential travel; travellers asked to complete an online self-declaration form before arrival
Effective until: ",https://www.princeedwardisland.ca/en/news/atlantic-premiers-announce-plan-ease-regional-travel-restrictions,Not applicable,Easing,Provincial/territorial,No
PE224,P.E.I.,2021-03-02,2021-03-12,State of emergency,State of emergency,"Who: Government of Prince Edward Island, Executive Council
What: Extended the public health state of emergency
Effective until: 2021-04-12",https://www.princeedwardisland.ca/sites/default/files/publications/20210302truwww.pdf,Not applicable,Not applicable,Provincial/territorial,No
PE225,P.E.I.,2021-03-05,No data,Vaccine,Vaccine — implementation plans and frameworks,"Who: Department of Health and Wellness, Chief Public Health Officer
What: Announced plan to extend the time frame between the 1st and 2nd doses of the Pfizer and Moderna vaccines
Effective until: ",https://www.princeedwardisland.ca/en/news/four-new-covid-19-cases-pei-vaccine-update,Not applicable,Not applicable,Provincial/territorial,No
PE226,P.E.I.,2021-02-09,2021-02-26,Vaccine,Vaccine — phase changes and milestones,"Who: Department of Health and Wellness, Chief Public Health Officer
What: Administered 1st vaccinations to Indigenous adults who are part of Lennox Island or Abegweit First Nations
Effective until: ",https://www.princeedwardisland.ca/en/news/covid-19-update-0,https://www.cbc.ca/news/canada/prince-edward-island/pei-covid-19-lennox-island-first-nation-vaccine-vaccination-1.5930463 ,Not applicable,Provincial/territorial,Yes
PE227,P.E.I.,No data,2021-03-15,Contextual information,Contextual information — holiday,"Who: Department of Education and Lifelong Learning
What: Spring breaks in P.E.I. regions follow the same schedule
Effective until: 2021-03-19",https://publicholidays.net/school-holidays/prince-edward-island/,Not applicable,Not applicable,Provincial/territorial,No
PE228,P.E.I.,2021-03-23,2021-03-23,Vaccine,Vaccine — population to be vaccinated,"Who: Department of Health and Wellness
What: Announced age groups to book their vaccination appointments: 70 to 74 based on their birth month, and those between 18 and 29 who work with the public and are unable to work virtually
Effective until: ",https://www.princeedwardisland.ca/en/news/two-new-positive-cases-covid-19-pei-vaccine-rollout-update,Not applicable,Not applicable,Provincial/territorial,No
PE229,P.E.I.,2021-03-23,2021-03-25,Vaccine,Vaccine — population to be vaccinated,"Who: Department of Health and Wellness
What: Announced that ages 60 to 69 with specific underlying conditions can book their vaccination appointments
Effective until: ",https://www.princeedwardisland.ca/en/news/two-new-positive-cases-covid-19-pei-vaccine-rollout-update,https://www.princeedwardisland.ca/en/information/underlying-medical-conditions,Not applicable,Provincial/territorial,No
PE230,P.E.I.,2021-03-23,2021-03-29,Vaccine,Vaccine — population to be vaccinated,"Who: Department of Health and Wellness
What: Announced that ages 65 to 69 can book their vaccination appointment by birthdate
Effective until: ",https://www.princeedwardisland.ca/en/news/two-new-positive-cases-covid-19-pei-vaccine-rollout-update,Not applicable,Not applicable,Provincial/territorial,No
PE231,P.E.I.,2021-03-29,2021-03-29,Vaccine,Vaccine — implementation plans and frameworks,"Who: Department of Health and Wellness, Chief Public Health Officer
What: Announced P.E.I. will immediately pause the administration of the AstraZeneca vaccine for those under 55 years of age in the province
Effective until: ",https://www.princeedwardisland.ca/en/news/prince-edward-island-follows-national-recommendation-pause-administration-astrazeneca-vaccine,Not applicable,Not applicable,Provincial/territorial,No
PE232,P.E.I.,2021-03-30,2021-04-05,Vaccine,Vaccine — population to be vaccinated,"Who: Department of Health and Wellness
What: Announced that ages 60 to 64 can book their vaccination appointment by birthdate
Effective until: ",https://www.princeedwardisland.ca/en/news/three-new-cases-announced-covid-19-update-prince-edward-island,Not applicable,Not applicable,Provincial/territorial,No
PE233,P.E.I.,2021-03-30,2021-04-01,Health services,Health services — visitors/patients/residents,"Who: Department of Health and Wellness
What: Eased measures in long-term care and community care facilities allowing designated visitors to visit in designated areas or in the resident's room
Effective until: ",https://www.princeedwardisland.ca/en/news/three-new-cases-announced-covid-19-update-prince-edward-island,Not applicable,Easing,Provincial/territorial,No
PE234,P.E.I.,2021-03-30,2021-04-01,Health services,Health services — other,"Who: Department of Health and Wellness
What: Permitted long-term care and community care facilities to resume church services for residents following specific and worship guidance
Effective until: ",https://www.princeedwardisland.ca/en/news/three-new-cases-announced-covid-19-update-prince-edward-island,Not applicable,Easing,Provincial/territorial,No
PE236,P.E.I.,2021-04-06,2021-04-15,Vaccine,Vaccine — population to be vaccinated,"Who: Department of Health and Wellness
What: Announced that age 18 to 39 with underlying medical conditions and any of their household members, front-line workers 40 to 59 who interact with the public and cannot work virtually, and non-front-line health care workers needed to maintain health care capacity can book their vaccination appointment
Effective until: ",https://www.princeedwardisland.ca/en/news/vaccine-rollout-update-pei,Not applicable,Not applicable,Provincial/territorial,No
PE237,P.E.I.,2021-04-06,2021-04-11,State of emergency,State of emergency,"Who: Government of Prince Edward Island, Executive Council
What: Extended the public health state of emergency
Effective until: 2021-05-11",https://www.princeedwardisland.ca/sites/default/files/publications/20210406truwww.pdf,Not applicable,Not applicable,Provincial/territorial,No
PE238,P.E.I.,2021-04-13,2021-04-13,Travel,Travel — restrictions,"Who: Office of the Premier
What: Delayed re-forming the Atlantic travel bubble with N.S., N.B. and N.L., allowing residents of Atlantic Canada to enter P.E.I. for non-essential travel, by 2 weeks with a possibility of further delay
Effective until: ",https://www.princeedwardisland.ca/en/news/reopening-atlantic-bubble-delayed,Not applicable,Not applicable,Provincial/territorial,No
PE239,P.E.I.,2021-04-13,2021-04-13,Travel,Travel — self-isolation,"Who: Office of the Premier
What: Delayed re-forming the Atlantic travel bubble with N.S., N.B. and N.L., allowing residents of Atlantic Canada to enter P.E.I. without self-isolating for 14 days, by 2 weeks with a possibility of further delay
Effective until: ",https://www.princeedwardisland.ca/en/news/reopening-atlantic-bubble-delayed,Not applicable,Not applicable,Provincial/territorial,No
PE240,P.E.I.,2021-04-19,2021-04-19,Travel,Travel — restrictions,"Who: Department of Health and Wellness
What: Announced that seasonal P.E.I residents from outside Atlantic Canada planning to travel within the next 4 weeks are advised to defer travel, and the Family Connections Stream for seasonal P.E.I. residents is paused
Effective until: ",https://www.princeedwardisland.ca/en/news/three-new-cases-covid-19-pei-increased-travel-measures,Not applicable,Tightening,Provincial/territorial,No
PE241,P.E.I.,2021-04-19,2021-04-19,Travel,Travel — self-isolation,"Who: Department of Health and Wellness
What: Announced that rotational workers and truck drivers working outside of Atlantic Canada will be required to self-isolate until they receive their 1st negative result after arriving in P.E.I., regardless of vaccination status
Effective until: ",https://www.princeedwardisland.ca/en/news/three-new-cases-covid-19-pei-increased-travel-measures,Not applicable,Tightening,Provincial/territorial,No
PE242,P.E.I.,2021-04-19,2021-04-19,Travel,Travel — self-isolation,"Who: Department of Health of Wellness
What: Announced that everyone entering P.E.I. from outside Atlantic Canada is required to self-isolate for 14 days and will require testing on days 0 to 1, 4 to 6 and 9 to 11
Effective until: ",https://www.princeedwardisland.ca/en/news/three-new-cases-covid-19-pei-increased-travel-measures,Not applicable,Tightening,Provincial/territorial,No
PE243,P.E.I.,2021-04-23,2021-04-24,Travel,Travel — restrictions,"Who: Department of Health and Wellness
What: Announced that anyone who has been in N.S. since 2021-04-16 with same-day travel self-isolation exemption, regardless of symptoms, should be tested on days 4 and 8, following their return to P.E.I.
Effective until: ",https://www.princeedwardisland.ca/en/news/new-pei-travel-measures,Not applicable,Tightening,Provincial/territorial,No
PE244,P.E.I.,2021-04-23,2021-04-24,Travel,Travel — restrictions,"Who: Department of Health and Wellness
What: Announced that same-day travel exemptions will be limited to necessary travel for medical care, work where not entering workplaces, passport renewal and consular visits, and individuals dropping off and picking up students or individuals at airports and train stations, following the requirements and testing schedule
Effective until: ",https://www.princeedwardisland.ca/en/news/new-pei-travel-measures,Not applicable,Tightening,Provincial/territorial,No
PE245,P.E.I.,2021-04-23,2021-04-24,Travel,Travel — restrictions,"Who: Department of Health and Wellness
What: Announced that travel for seasonal P.E.I. residents from within the Atlantic provinces is paused
Effective until: ",https://www.princeedwardisland.ca/en/news/new-pei-travel-measures,Not applicable,Tightening,Provincial/territorial,No
PE246,P.E.I.,2021-04-23,2021-04-24,Travel,Travel — restrictions,"Who: Department of Health and Wellness
What: Announced that travel to P.E.I. from within the Atlantic bubble through Family Connections will be reviewed to determine if the travel is to provide necessary support to residents or compassionate situations
Effective until: ",https://www.princeedwardisland.ca/en/news/new-pei-travel-measures,Not applicable,Tightening,Provincial/territorial,No
